packet_number,source_mac,ssid,has_vendor_specific,is_drone_id
4959,24:95:04:db:3c:4c,SFR_3C48,true,false
4960,24:95:04:db:3c:4c,SFR_3C48,true,false
4961,24:95:04:db:3c:4c,SFR_3C48,true,false
4962,24:95:04:db:3c:4c,SFR_3C48,true,false
4963,24:95:04:db:3c:4c,SFR_3C48,true,false
4964,24:95:04:db:3c:4c,SFR_3C48,true,false
4965,24:95:04:db:3c:4c,SFR_3C48,true,false
4966,24:95:04:db:3c:4c,SFR_3C48,true,false
4967,24:95:04:db:3c:4c,SFR_3C48,true,false
4968,24:95:04:db:3c:4c,SFR_3C48,true,false
4969,24:95:04:db:3c:4c,SFR_3C48,true,false
4970,24:95:04:db:3c:4c,SFR_3C48,true,false
4971,24:95:04:db:3c:4c,SFR_3C48,true,false
4972,24:95:04:db:3c:4c,SFR_3C48,true,false
4973,24:95:04:db:3c:4c,SFR_3C48,true,false
4974,24:95:04:db:3c:4c,SFR_3C48,true,false
4975,24:95:04:db:3c:4c,SFR_3C48,true,false
4976,24:95:04:db:3c:4c,SFR_3C48,true,false
4977,24:95:04:db:3c:4c,SFR_3C48,true,false
4978,24:95:04:db:3c:4c,SFR_3C48,true,false
4979,24:95:04:db:3c:4c,SFR_3C48,true,false
4982,24:95:04:db:3c:4c,SFR_3C48,true,false
4983,24:95:04:db:3c:4c,SFR_3C48,true,false
4984,24:95:04:db:3c:4c,SFR_3C48,true,false
4985,24:95:04:db:3c:4c,SFR_3C48,true,false
4986,24:95:04:db:3c:4c,SFR_3C48,true,false
4987,24:95:04:db:3c:4c,SFR_3C48,true,false
4988,24:95:04:db:3c:4c,SFR_3C48,true,false
4989,24:95:04:db:3c:4c,SFR_3C48,true,false
4990,24:95:04:db:3c:4c,SFR_3C48,true,false
4991,24:95:04:db:3c:4c,SFR_3C48,true,false
4992,24:95:04:db:3c:4c,SFR_3C48,true,false
4993,24:95:04:db:3c:4c,SFR_3C48,true,false
4994,24:95:04:db:3c:4c,SFR_3C48,true,false
4995,24:95:04:db:3c:4c,SFR_3C48,true,false
4996,24:95:04:db:3c:4c,SFR_3C48,true,false
4997,24:95:04:db:3c:4c,SFR_3C48,true,false
4998,24:95:04:db:3c:4c,SFR_3C48,true,false
4999,24:95:04:db:3c:4c,SFR_3C48,true,false
5000,24:95:04:db:3c:4c,SFR_3C48,true,false
5001,24:95:04:db:3c:4c,SFR_3C48,true,false
5002,24:95:04:db:3c:4c,SFR_3C48,true,false
5003,24:95:04:db:3c:4c,SFR_3C48,true,false
5004,24:95:04:db:3c:4c,SFR_3C48,true,false
5005,24:95:04:db:3c:4c,SFR_3C48,true,false
5006,24:95:04:db:3c:4c,SFR_3C48,true,false
5007,24:95:04:db:3c:4c,SFR_3C48,true,false
5008,24:95:04:db:3c:4c,SFR_3C48,true,false
5009,24:95:04:db:3c:4c,SFR_3C48,true,false
5010,24:95:04:db:3c:4c,SFR_3C48,true,false
5011,24:95:04:db:3c:4c,SFR_3C48,true,false
5012,24:95:04:db:3c:4c,SFR_3C48,true,false
5013,24:95:04:db:3c:4c,SFR_3C48,true,false
5014,24:95:04:db:3c:4c,SFR_3C48,true,false
5015,24:95:04:db:3c:4c,SFR_3C48,true,false
5016,24:95:04:db:3c:4c,SFR_3C48,true,false
5017,24:95:04:db:3c:4c,SFR_3C48,true,false
5018,24:95:04:db:3c:4c,SFR_3C48,true,false
5019,24:95:04:db:3c:4c,SFR_3C48,true,false
5020,24:95:04:db:3c:4c,SFR_3C48,true,false
5021,24:95:04:db:3c:4c,SFR_3C48,true,false
5022,24:95:04:db:3c:4c,SFR_3C48,true,false
5023,24:95:04:db:3c:4c,SFR_3C48,true,false
5024,24:95:04:db:3c:4c,SFR_3C48,true,false
5025,24:95:04:db:3c:4c,SFR_3C48,true,false
5026,24:95:04:db:3c:4c,SFR_3C48,true,false
5027,24:95:04:db:3c:4c,SFR_3C48,true,false
5028,24:95:04:db:3c:4c,SFR_3C48,true,false
5029,24:95:04:db:3c:4c,SFR_3C48,true,false
5030,24:95:04:db:3c:4c,SFR_3C48,true,false
5031,24:95:04:db:3c:4c,SFR_3C48,true,false
5032,24:95:04:db:3c:4c,SFR_3C48,true,false
5033,24:95:04:db:3c:4c,SFR_3C48,true,false
5034,24:95:04:db:3c:4c,SFR_3C48,true,false
5035,24:95:04:db:3c:4c,SFR_3C48,true,false
5036,24:95:04:db:3c:4c,SFR_3C48,true,false
5037,24:95:04:db:3c:4c,SFR_3C48,true,false
5038,24:95:04:db:3c:4c,SFR_3C48,true,false
5039,24:95:04:db:3c:4c,SFR_3C48,true,false
5040,24:95:04:db:3c:4c,SFR_3C48,true,false
5042,24:95:04:db:3c:4c,SFR_3C48,true,false
5043,24:95:04:db:3c:4c,SFR_3C48,true,false
5044,24:95:04:db:3c:4c,SFR_3C48,true,false
5045,24:95:04:db:3c:4c,SFR_3C48,true,false
5046,24:95:04:db:3c:4c,SFR_3C48,true,false
5047,24:95:04:db:3c:4c,SFR_3C48,true,false
5048,24:95:04:db:3c:4c,SFR_3C48,true,false
5049,24:95:04:db:3c:4c,SFR_3C48,true,false
5050,24:95:04:db:3c:4c,SFR_3C48,true,false
5051,24:95:04:db:3c:4c,SFR_3C48,true,false
5052,24:95:04:db:3c:4c,SFR_3C48,true,false
5053,24:95:04:db:3c:4c,SFR_3C48,true,false
5054,24:95:04:db:3c:4c,SFR_3C48,true,false
5055,24:95:04:db:3c:4c,SFR_3C48,true,false
5056,24:95:04:db:3c:4c,SFR_3C48,true,false
5057,24:95:04:db:3c:4c,SFR_3C48,true,false
5058,24:95:04:db:3c:4c,SFR_3C48,true,false
5059,24:95:04:db:3c:4c,SFR_3C48,true,false
5060,24:95:04:db:3c:4c,SFR_3C48,true,false
5061,24:95:04:db:3c:4c,SFR_3C48,true,false
5062,24:95:04:db:3c:4c,SFR_3C48,true,false
5063,24:95:04:db:3c:4c,SFR_3C48,true,false
5064,24:95:04:db:3c:4c,SFR_3C48,true,false
5065,24:95:04:db:3c:4c,SFR_3C48,true,false
5066,24:95:04:db:3c:4c,SFR_3C48,true,false
5067,24:95:04:db:3c:4c,SFR_3C48,true,false
5068,24:95:04:db:3c:4c,SFR_3C48,true,false
5069,24:95:04:db:3c:4c,SFR_3C48,true,false
5070,24:95:04:db:3c:4c,SFR_3C48,true,false
5072,24:95:04:db:3c:4c,SFR_3C48,true,false
5080,24:95:04:db:3c:4c,SFR_3C48,true,false
5081,24:95:04:db:3c:4c,SFR_3C48,true,false
5082,24:95:04:db:3c:4c,SFR_3C48,true,false
5083,24:95:04:db:3c:4c,SFR_3C48,true,false
5084,24:95:04:db:3c:4c,SFR_3C48,true,false
5085,24:95:04:db:3c:4c,SFR_3C48,true,false
5086,24:95:04:db:3c:4c,SFR_3C48,true,false
5087,24:95:04:db:3c:4c,SFR_3C48,true,false
5088,24:95:04:db:3c:4c,SFR_3C48,true,false
5089,24:95:04:db:3c:4c,SFR_3C48,true,false
5090,24:95:04:db:3c:4c,SFR_3C48,true,false
5091,24:95:04:db:3c:4c,SFR_3C48,true,false
5092,24:95:04:db:3c:4c,SFR_3C48,true,false
5093,24:95:04:db:3c:4c,SFR_3C48,true,false
5094,24:95:04:db:3c:4c,SFR_3C48,true,false
5095,24:95:04:db:3c:4c,SFR_3C48,true,false
5096,24:95:04:db:3c:4c,SFR_3C48,true,false
5097,24:95:04:db:3c:4c,SFR_3C48,true,false
5098,24:95:04:db:3c:4c,SFR_3C48,true,false
5099,24:95:04:db:3c:4c,SFR_3C48,true,false
5100,24:95:04:db:3c:4c,SFR_3C48,true,false
5101,24:95:04:db:3c:4c,SFR_3C48,true,false
5102,24:95:04:db:3c:4c,SFR_3C48,true,false
5103,24:95:04:db:3c:4c,SFR_3C48,true,false
5104,24:95:04:db:3c:4c,SFR_3C48,true,false
5105,24:95:04:db:3c:4c,SFR_3C48,true,false
5106,24:95:04:db:3c:4c,SFR_3C48,true,false
5107,24:95:04:db:3c:4c,SFR_3C48,true,false
5108,24:95:04:db:3c:4c,SFR_3C48,true,false
5109,24:95:04:db:3c:4c,SFR_3C48,true,false
5110,24:95:04:db:3c:4c,SFR_3C48,true,false
5111,24:95:04:db:3c:4c,SFR_3C48,true,false
5112,24:95:04:db:3c:4c,SFR_3C48,true,false
5113,24:95:04:db:3c:4c,SFR_3C48,true,false
5114,24:95:04:db:3c:4c,SFR_3C48,true,false
5115,24:95:04:db:3c:4c,SFR_3C48,true,false
5116,24:95:04:db:3c:4c,SFR_3C48,true,false
5117,24:95:04:db:3c:4c,SFR_3C48,true,false
5118,24:95:04:db:3c:4c,SFR_3C48,true,false
5119,24:95:04:db:3c:4c,SFR_3C48,true,false
5120,24:95:04:db:3c:4c,SFR_3C48,true,false
5121,24:95:04:db:3c:4c,SFR_3C48,true,false
5122,24:95:04:db:3c:4c,SFR_3C48,true,false
5123,24:95:04:db:3c:4c,SFR_3C48,true,false
5124,24:95:04:db:3c:4c,SFR_3C48,true,false
5125,24:95:04:db:3c:4c,SFR_3C48,true,false
5126,24:95:04:db:3c:4c,SFR_3C48,true,false
5127,24:95:04:db:3c:4c,SFR_3C48,true,false
5128,24:95:04:db:3c:4c,SFR_3C48,true,false
5129,24:95:04:db:3c:4c,SFR_3C48,true,false
5130,24:95:04:db:3c:4c,SFR_3C48,true,false
5131,24:95:04:db:3c:4c,SFR_3C48,true,false
5132,24:95:04:db:3c:4c,SFR_3C48,true,false
5133,24:95:04:db:3c:4c,SFR_3C48,true,false
5134,24:95:04:db:3c:4c,SFR_3C48,true,false
5135,24:95:04:db:3c:4c,SFR_3C48,true,false
5136,24:95:04:db:3c:4c,SFR_3C48,true,false
5137,24:95:04:db:3c:4c,SFR_3C48,true,false
5138,24:95:04:db:3c:4c,SFR_3C48,true,false
5140,24:95:04:db:3c:4c,SFR_3C48,true,false
5142,24:95:04:db:3c:4c,SFR_3C48,true,false
5143,24:95:04:db:3c:4c,SFR_3C48,true,false
5144,24:95:04:db:3c:4c,SFR_3C48,true,false
5145,24:95:04:db:3c:4c,SFR_3C48,true,false
5146,24:95:04:db:3c:4c,SFR_3C48,true,false
5147,24:95:04:db:3c:4c,SFR_3C48,true,false
5148,24:95:04:db:3c:4c,SFR_3C48,true,false
5149,24:95:04:db:3c:4c,SFR_3C48,true,false
5150,24:95:04:db:3c:4c,SFR_3C48,true,false
5151,24:95:04:db:3c:4c,SFR_3C48,true,false
5152,24:95:04:db:3c:4c,SFR_3C48,true,false
5153,24:95:04:db:3c:4c,SFR_3C48,true,false
5154,24:95:04:db:3c:4c,SFR_3C48,true,false
5155,24:95:04:db:3c:4c,SFR_3C48,true,false
5156,24:95:04:db:3c:4c,SFR_3C48,true,false
5157,24:95:04:db:3c:4c,SFR_3C48,true,false
5158,24:95:04:db:3c:4c,SFR_3C48,true,false
5159,24:95:04:db:3c:4c,SFR_3C48,true,false
5160,24:95:04:db:3c:4c,SFR_3C48,true,false
5161,24:95:04:db:3c:4c,SFR_3C48,true,false
5162,24:95:04:db:3c:4c,SFR_3C48,true,false
5163,24:95:04:db:3c:4c,SFR_3C48,true,false
5164,24:95:04:db:3c:4c,SFR_3C48,true,false
5165,24:95:04:db:3c:4c,SFR_3C48,true,false
5166,24:95:04:db:3c:4c,SFR_3C48,true,false
5167,24:95:04:db:3c:4c,SFR_3C48,true,false
5168,24:95:04:db:3c:4c,SFR_3C48,true,false
5169,24:95:04:db:3c:4c,SFR_3C48,true,false
5170,24:95:04:db:3c:4c,SFR_3C48,true,false
5171,24:95:04:db:3c:4c,SFR_3C48,true,false
5172,24:95:04:db:3c:4c,SFR_3C48,true,false
5173,24:95:04:db:3c:4c,SFR_3C48,true,false
5174,24:95:04:db:3c:4c,SFR_3C48,true,false
5175,24:95:04:db:3c:4c,SFR_3C48,true,false
5176,24:95:04:db:3c:4c,SFR_3C48,true,false
5177,24:95:04:db:3c:4c,SFR_3C48,true,false
5178,24:95:04:db:3c:4c,SFR_3C48,true,false
5179,24:95:04:db:3c:4c,SFR_3C48,true,false
5180,24:95:04:db:3c:4c,SFR_3C48,true,false
5181,24:95:04:db:3c:4c,SFR_3C48,true,false
5182,24:95:04:db:3c:4c,SFR_3C48,true,false
5183,24:95:04:db:3c:4c,SFR_3C48,true,false
5184,24:95:04:db:3c:4c,SFR_3C48,true,false
5185,24:95:04:db:3c:4c,SFR_3C48,true,false
5186,24:95:04:db:3c:4c,SFR_3C48,true,false
5187,24:95:04:db:3c:4c,SFR_3C48,true,false
5188,24:95:04:db:3c:4c,SFR_3C48,true,false
5189,24:95:04:db:3c:4c,SFR_3C48,true,false
5190,24:95:04:db:3c:4c,SFR_3C48,true,false
5191,24:95:04:db:3c:4c,SFR_3C48,true,false
5192,24:95:04:db:3c:4c,SFR_3C48,true,false
5193,24:95:04:db:3c:4c,SFR_3C48,true,false
5194,24:95:04:db:3c:4c,SFR_3C48,true,false
5195,24:95:04:db:3c:4c,SFR_3C48,true,false
5196,24:95:04:db:3c:4c,SFR_3C48,true,false
5197,24:95:04:db:3c:4c,SFR_3C48,true,false
5198,24:95:04:db:3c:4c,SFR_3C48,true,false
5199,24:95:04:db:3c:4c,SFR_3C48,true,false
5200,24:95:04:db:3c:4c,SFR_3C48,true,false
5201,24:95:04:db:3c:4c,SFR_3C48,true,false
5202,24:95:04:db:3c:4c,SFR_3C48,true,false
5203,24:95:04:db:3c:4c,SFR_3C48,true,false
5204,24:95:04:db:3c:4c,SFR_3C48,true,false
5205,24:95:04:db:3c:4c,SFR_3C48,true,false
5206,24:95:04:db:3c:4c,SFR_3C48,true,false
5207,24:95:04:db:3c:4c,SFR_3C48,true,false
5208,24:95:04:db:3c:4c,SFR_3C48,true,false
5209,24:95:04:db:3c:4c,SFR_3C48,true,false
5210,24:95:04:db:3c:4c,SFR_3C48,true,false
5211,24:95:04:db:3c:4c,SFR_3C48,true,false
5212,24:95:04:db:3c:4c,SFR_3C48,true,false
5213,24:95:04:db:3c:4c,SFR_3C48,true,false
5214,24:95:04:db:3c:4c,SFR_3C48,true,false
5215,24:95:04:db:3c:4c,SFR_3C48,true,false
5216,24:95:04:db:3c:4c,SFR_3C48,true,false
5217,24:95:04:db:3c:4c,SFR_3C48,true,false
5218,24:95:04:db:3c:4c,SFR_3C48,true,false
5219,24:95:04:db:3c:4c,SFR_3C48,true,false
5220,24:95:04:db:3c:4c,SFR_3C48,true,false
5221,24:95:04:db:3c:4c,SFR_3C48,true,false
5222,24:95:04:db:3c:4c,SFR_3C48,true,false
5223,24:95:04:db:3c:4c,SFR_3C48,true,false
5224,24:95:04:db:3c:4c,SFR_3C48,true,false
5225,24:95:04:db:3c:4c,SFR_3C48,true,false
5226,24:95:04:db:3c:4c,SFR_3C48,true,false
5227,24:95:04:db:3c:4c,SFR_3C48,true,false
5228,24:95:04:db:3c:4c,SFR_3C48,true,false
5229,24:95:04:db:3c:4c,SFR_3C48,true,false
5230,24:95:04:db:3c:4c,SFR_3C48,true,false
5231,24:95:04:db:3c:4c,SFR_3C48,true,false
5232,24:95:04:db:3c:4c,SFR_3C48,true,false
5233,24:95:04:db:3c:4c,SFR_3C48,true,false
5234,24:95:04:db:3c:4c,SFR_3C48,true,false
5235,24:95:04:db:3c:4c,SFR_3C48,true,false
5236,24:95:04:db:3c:4c,SFR_3C48,true,false
5237,24:95:04:db:3c:4c,SFR_3C48,true,false
5238,24:95:04:db:3c:4c,SFR_3C48,true,false
5239,24:95:04:db:3c:4c,SFR_3C48,true,false
5240,24:95:04:db:3c:4c,SFR_3C48,true,false
5242,24:95:04:db:3c:4c,SFR_3C48,true,false
5244,24:95:04:db:3c:4c,SFR_3C48,true,false
5245,24:95:04:db:3c:4c,SFR_3C48,true,false
5246,24:95:04:db:3c:4c,SFR_3C48,true,false
5247,24:95:04:db:3c:4c,SFR_3C48,true,false
5248,24:95:04:db:3c:4c,SFR_3C48,true,false
5249,24:95:04:db:3c:4c,SFR_3C48,true,false
5250,24:95:04:db:3c:4c,SFR_3C48,true,false
5251,24:95:04:db:3c:4c,SFR_3C48,true,false
5252,24:95:04:db:3c:4c,SFR_3C48,true,false
5253,24:95:04:db:3c:4c,SFR_3C48,true,false
5254,24:95:04:db:3c:4c,SFR_3C48,true,false
5255,24:95:04:db:3c:4c,SFR_3C48,true,false
5256,24:95:04:db:3c:4c,SFR_3C48,true,false
5257,24:95:04:db:3c:4c,SFR_3C48,true,false
5258,24:95:04:db:3c:4c,SFR_3C48,true,false
5259,24:95:04:db:3c:4c,SFR_3C48,true,false
5260,24:95:04:db:3c:4c,SFR_3C48,true,false
5261,24:95:04:db:3c:4c,SFR_3C48,true,false
5262,24:95:04:db:3c:4c,SFR_3C48,true,false
5263,24:95:04:db:3c:4c,SFR_3C48,true,false
5264,24:95:04:db:3c:4c,SFR_3C48,true,false
5265,24:95:04:db:3c:4c,SFR_3C48,true,false
5266,24:95:04:db:3c:4c,SFR_3C48,true,false
5267,24:95:04:db:3c:4c,SFR_3C48,true,false
5268,24:95:04:db:3c:4c,SFR_3C48,true,false
5269,24:95:04:db:3c:4c,SFR_3C48,true,false
5270,24:95:04:db:3c:4c,SFR_3C48,true,false
5271,24:95:04:db:3c:4c,SFR_3C48,true,false
5272,24:95:04:db:3c:4c,SFR_3C48,true,false
5273,24:95:04:db:3c:4c,SFR_3C48,true,false
5274,24:95:04:db:3c:4c,SFR_3C48,true,false
5275,24:95:04:db:3c:4c,SFR_3C48,true,false
5276,24:95:04:db:3c:4c,SFR_3C48,true,false
5277,24:95:04:db:3c:4c,SFR_3C48,true,false
5278,24:95:04:db:3c:4c,SFR_3C48,true,false
5279,24:95:04:db:3c:4c,SFR_3C48,true,false
5280,24:95:04:db:3c:4c,SFR_3C48,true,false
5281,24:95:04:db:3c:4c,SFR_3C48,true,false
5282,24:95:04:db:3c:4c,SFR_3C48,true,false
5283,24:95:04:db:3c:4c,SFR_3C48,true,false
5284,24:95:04:db:3c:4c,SFR_3C48,true,false
5285,24:95:04:db:3c:4c,SFR_3C48,true,false
5286,24:95:04:db:3c:4c,SFR_3C48,true,false
5287,24:95:04:db:3c:4c,SFR_3C48,true,false
5288,24:95:04:db:3c:4c,SFR_3C48,true,false
5289,24:95:04:db:3c:4c,SFR_3C48,true,false
5290,24:95:04:db:3c:4c,SFR_3C48,true,false
5291,24:95:04:db:3c:4c,SFR_3C48,true,false
5292,24:95:04:db:3c:4c,SFR_3C48,true,false
5293,24:95:04:db:3c:4c,SFR_3C48,true,false
5294,24:95:04:db:3c:4c,SFR_3C48,true,false
5295,24:95:04:db:3c:4c,SFR_3C48,true,false
5296,24:95:04:db:3c:4c,SFR_3C48,true,false
5297,24:95:04:db:3c:4c,SFR_3C48,true,false
5298,24:95:04:db:3c:4c,SFR_3C48,true,false
5299,24:95:04:db:3c:4c,SFR_3C48,true,false
5300,24:95:04:db:3c:4c,SFR_3C48,true,false
5301,24:95:04:db:3c:4c,SFR_3C48,true,false
5302,24:95:04:db:3c:4c,SFR_3C48,true,false
5303,24:95:04:db:3c:4c,SFR_3C48,true,false
5304,24:95:04:db:3c:4c,SFR_3C48,true,false
5305,24:95:04:db:3c:4c,SFR_3C48,true,false
5306,24:95:04:db:3c:4c,SFR_3C48,true,false
5307,24:95:04:db:3c:4c,SFR_3C48,true,false
5308,24:95:04:db:3c:4c,SFR_3C48,true,false
5309,24:95:04:db:3c:4c,SFR_3C48,true,false
5310,24:95:04:db:3c:4c,SFR_3C48,true,false
5311,24:95:04:db:3c:4c,SFR_3C48,true,false
5312,24:95:04:db:3c:4c,SFR_3C48,true,false
5313,24:95:04:db:3c:4c,SFR_3C48,true,false
5314,24:95:04:db:3c:4c,SFR_3C48,true,false
5315,24:95:04:db:3c:4c,SFR_3C48,true,false
5316,24:95:04:db:3c:4c,SFR_3C48,true,false
5317,24:95:04:db:3c:4c,SFR_3C48,true,false
5318,24:95:04:db:3c:4c,SFR_3C48,true,false
5319,24:95:04:db:3c:4c,SFR_3C48,true,false
5320,24:95:04:db:3c:4c,SFR_3C48,true,false
5321,24:95:04:db:3c:4c,SFR_3C48,true,false
5322,24:95:04:db:3c:4c,SFR_3C48,true,false
5323,24:95:04:db:3c:4c,SFR_3C48,true,false
5324,24:95:04:db:3c:4c,SFR_3C48,true,false
5325,24:95:04:db:3c:4c,SFR_3C48,true,false
5326,24:95:04:db:3c:4c,SFR_3C48,true,false
5327,24:95:04:db:3c:4c,SFR_3C48,true,false
5328,24:95:04:db:3c:4c,SFR_3C48,true,false
5329,24:95:04:db:3c:4c,SFR_3C48,true,false
5330,24:95:04:db:3c:4c,SFR_3C48,true,false
5331,24:95:04:db:3c:4c,SFR_3C48,true,false
5333,24:95:04:db:3c:4c,SFR_3C48,true,false
5335,24:95:04:db:3c:4c,SFR_3C48,true,false
5336,24:95:04:db:3c:4c,SFR_3C48,true,false
5337,24:95:04:db:3c:4c,SFR_3C48,true,false
5338,24:95:04:db:3c:4c,SFR_3C48,true,false
5339,24:95:04:db:3c:4c,SFR_3C48,true,false
5340,24:95:04:db:3c:4c,SFR_3C48,true,false
5341,24:95:04:db:3c:4c,SFR_3C48,true,false
5342,24:95:04:db:3c:4c,SFR_3C48,true,false
5343,24:95:04:db:3c:4c,SFR_3C48,true,false
5344,24:95:04:db:3c:4c,SFR_3C48,true,false
5345,24:95:04:db:3c:4c,SFR_3C48,true,false
5346,24:95:04:db:3c:4c,SFR_3C48,true,false
5347,24:95:04:db:3c:4c,SFR_3C48,true,false
5348,24:95:04:db:3c:4c,SFR_3C48,true,false
5349,24:95:04:db:3c:4c,SFR_3C48,true,false
5350,24:95:04:db:3c:4c,SFR_3C48,true,false
5351,24:95:04:db:3c:4c,SFR_3C48,true,false
5352,24:95:04:db:3c:4c,SFR_3C48,true,false
5353,24:95:04:db:3c:4c,SFR_3C48,true,false
5354,24:95:04:db:3c:4c,SFR_3C48,true,false
5355,24:95:04:db:3c:4c,SFR_3C48,true,false
5356,24:95:04:db:3c:4c,SFR_3C48,true,false
5357,24:95:04:db:3c:4c,SFR_3C48,true,false
5358,24:95:04:db:3c:4c,SFR_3C48,true,false
5359,24:95:04:db:3c:4c,SFR_3C48,true,false
5360,24:95:04:db:3c:4c,SFR_3C48,true,false
5361,24:95:04:db:3c:4c,SFR_3C48,true,false
5362,24:95:04:db:3c:4c,SFR_3C48,true,false
5363,24:95:04:db:3c:4c,SFR_3C48,true,false
5364,24:95:04:db:3c:4c,SFR_3C48,true,false
5365,24:95:04:db:3c:4c,SFR_3C48,true,false
5366,24:95:04:db:3c:4c,SFR_3C48,true,false
5367,24:95:04:db:3c:4c,SFR_3C48,true,false
5368,24:95:04:db:3c:4c,SFR_3C48,true,false
5369,24:95:04:db:3c:4c,SFR_3C48,true,false
5370,24:95:04:db:3c:4c,SFR_3C48,true,false
5371,24:95:04:db:3c:4c,SFR_3C48,true,false
5372,24:95:04:db:3c:4c,SFR_3C48,true,false
5377,24:95:04:db:3c:4c,SFR_3C48,true,false
5378,24:95:04:db:3c:4c,SFR_3C48,true,false
5379,24:95:04:db:3c:4c,SFR_3C48,true,false
5380,24:95:04:db:3c:4c,SFR_3C48,true,false
5381,24:95:04:db:3c:4c,SFR_3C48,true,false
5382,24:95:04:db:3c:4c,SFR_3C48,true,false
5383,24:95:04:db:3c:4c,SFR_3C48,true,false
5384,24:95:04:db:3c:4c,SFR_3C48,true,false
5385,24:95:04:db:3c:4c,SFR_3C48,true,false
5386,24:95:04:db:3c:4c,SFR_3C48,true,false
5387,24:95:04:db:3c:4c,SFR_3C48,true,false
5388,24:95:04:db:3c:4c,SFR_3C48,true,false
5389,24:95:04:db:3c:4c,SFR_3C48,true,false
5390,24:95:04:db:3c:4c,SFR_3C48,true,false
5391,24:95:04:db:3c:4c,SFR_3C48,true,false
5392,24:95:04:db:3c:4c,SFR_3C48,true,false
5393,24:95:04:db:3c:4c,SFR_3C48,true,false
5394,24:95:04:db:3c:4c,SFR_3C48,true,false
5395,24:95:04:db:3c:4c,SFR_3C48,true,false
5396,24:95:04:db:3c:4c,SFR_3C48,true,false
5397,24:95:04:db:3c:4c,SFR_3C48,true,false
5398,24:95:04:db:3c:4c,SFR_3C48,true,false
5399,24:95:04:db:3c:4c,SFR_3C48,true,false
5400,24:95:04:db:3c:4c,SFR_3C48,true,false
5401,24:95:04:db:3c:4c,SFR_3C48,true,false
5402,24:95:04:db:3c:4c,SFR_3C48,true,false
5403,24:95:04:db:3c:4c,SFR_3C48,true,false
5404,24:95:04:db:3c:4c,SFR_3C48,true,false
5406,24:95:04:db:3c:4c,SFR_3C48,true,false
5408,24:95:04:db:3c:4c,SFR_3C48,true,false
5409,24:95:04:db:3c:4c,SFR_3C48,true,false
5410,24:95:04:db:3c:4c,SFR_3C48,true,false
5411,24:95:04:db:3c:4c,SFR_3C48,true,false
5412,24:95:04:db:3c:4c,SFR_3C48,true,false
5413,24:95:04:db:3c:4c,SFR_3C48,true,false
5414,24:95:04:db:3c:4c,SFR_3C48,true,false
5415,24:95:04:db:3c:4c,SFR_3C48,true,false
5416,24:95:04:db:3c:4c,SFR_3C48,true,false
5417,24:95:04:db:3c:4c,SFR_3C48,true,false
5418,24:95:04:db:3c:4c,SFR_3C48,true,false
5419,24:95:04:db:3c:4c,SFR_3C48,true,false
5420,24:95:04:db:3c:4c,SFR_3C48,true,false
5421,24:95:04:db:3c:4c,SFR_3C48,true,false
5422,24:95:04:db:3c:4c,SFR_3C48,true,false
5423,24:95:04:db:3c:4c,SFR_3C48,true,false
5424,24:95:04:db:3c:4c,SFR_3C48,true,false
5425,24:95:04:db:3c:4c,SFR_3C48,true,false
5426,24:95:04:db:3c:4c,SFR_3C48,true,false
5427,24:95:04:db:3c:4c,SFR_3C48,true,false
5428,24:95:04:db:3c:4c,SFR_3C48,true,false
5429,24:95:04:db:3c:4c,SFR_3C48,true,false
5430,24:95:04:db:3c:4c,SFR_3C48,true,false
5431,24:95:04:db:3c:4c,SFR_3C48,true,false
5432,24:95:04:db:3c:4c,SFR_3C48,true,false
5433,24:95:04:db:3c:4c,SFR_3C48,true,false
5434,24:95:04:db:3c:4c,SFR_3C48,true,false
5435,24:95:04:db:3c:4c,SFR_3C48,true,false
5436,24:95:04:db:3c:4c,SFR_3C48,true,false
5437,24:95:04:db:3c:4c,SFR_3C48,true,false
5438,24:95:04:db:3c:4c,SFR_3C48,true,false
5439,24:95:04:db:3c:4c,SFR_3C48,true,false
5440,24:95:04:db:3c:4c,SFR_3C48,true,false
5441,24:95:04:db:3c:4c,SFR_3C48,true,false
5442,24:95:04:db:3c:4c,SFR_3C48,true,false
5443,24:95:04:db:3c:4c,SFR_3C48,true,false
5444,24:95:04:db:3c:4c,SFR_3C48,true,false
5445,24:95:04:db:3c:4c,SFR_3C48,true,false
5446,24:95:04:db:3c:4c,SFR_3C48,true,false
5447,24:95:04:db:3c:4c,SFR_3C48,true,false
5448,24:95:04:db:3c:4c,SFR_3C48,true,false
5449,24:95:04:db:3c:4c,SFR_3C48,true,false
5450,24:95:04:db:3c:4c,SFR_3C48,true,false
5451,24:95:04:db:3c:4c,SFR_3C48,true,false
5452,24:95:04:db:3c:4c,SFR_3C48,true,false
5453,24:95:04:db:3c:4c,SFR_3C48,true,false
5454,24:95:04:db:3c:4c,SFR_3C48,true,false
5455,24:95:04:db:3c:4c,SFR_3C48,true,false
5456,24:95:04:db:3c:4c,SFR_3C48,true,false
5459,24:95:04:db:3c:4c,SFR_3C48,true,false
5460,24:95:04:db:3c:4c,SFR_3C48,true,false
5461,24:95:04:db:3c:4c,SFR_3C48,true,false
5462,24:95:04:db:3c:4c,SFR_3C48,true,false
5463,24:95:04:db:3c:4c,SFR_3C48,true,false
5464,24:95:04:db:3c:4c,SFR_3C48,true,false
